validation_loss,validation_accuracy,epoch,step,train_loss,train_accuracy
0.24637468136475782,0.47999998927116394,0,3,,
,,0,3,0.24746182560920715,0.5252525210380554
0.23870091619637843,0.7200000286102295,1,7,,
,,1,7,0.23946203291416168,0.5858585834503174
0.23196208384970604,0.6399999856948853,2,11,,
,,2,11,0.22799892723560333,0.6464646458625793
0.22440844956474768,0.7200000286102295,3,15,,
,,3,15,0.21650473773479462,0.6666666865348816
0.21219532512809597,0.6800000071525574,4,19,,
,,4,19,0.20605546236038208,0.7171717286109924
0.20644761081826715,0.7200000286102295,5,23,,
,,5,23,0.19740769267082214,0.6969696879386902
0.20677863949386677,0.7200000286102295,6,27,,
,,6,27,0.19007906317710876,0.7171717286109924
0.19793684997061536,0.7200000286102295,7,31,,
,,7,31,0.18424415588378906,0.747474730014801
0.18375908549940057,0.7599999904632568,8,35,,
,,8,35,0.17714057862758636,0.7373737096786499
0.17389451912753873,0.7599999904632568,9,39,,
,,9,39,0.16970676183700562,0.7070707082748413
0.1674087004692116,0.7599999904632568,10,43,,
,,10,43,0.1613708734512329,0.7373737096786499
0.1615101942324315,0.7599999904632568,11,47,,
,,11,47,0.15275855362415314,0.747474730014801
0.1547816706773298,0.7599999904632568,12,51,,
,,12,51,0.14498870074748993,0.7777777910232544
0.15074579740148936,0.800000011920929,13,55,,
,,13,55,0.13980786502361298,0.808080792427063
0.14888274330117424,0.800000011920929,14,59,,
,,14,59,0.13541340827941895,0.808080792427063
0.14473208940354265,0.8399999737739563,15,63,,
,,15,63,0.13137347996234894,0.808080792427063
0.1399483552856028,0.8399999737739563,16,67,,
,,16,67,0.12799367308616638,0.8181818127632141
0.13643673353323554,0.8399999737739563,17,71,,
,,17,71,0.12521079182624817,0.8282828330993652
0.13185414949214874,0.8799999952316284,18,75,,
,,18,75,0.12209125608205795,0.8282828330993652
0.1271408648913936,0.8799999952316284,19,79,,
,,19,79,0.11861561238765717,0.8282828330993652
0.123535371757484,0.8799999952316284,20,83,,
,,20,83,0.11421763151884079,0.8282828330993652
0.11933507031102743,0.8799999952316284,21,87,,
,,21,87,0.10862597823143005,0.8383838534355164
0.11640115825635058,0.8799999952316284,22,91,,
,,22,91,0.10206186771392822,0.8585858345031738
0.11232375406096275,0.9200000166893005,23,95,,
,,23,95,0.09466102719306946,0.8787878751754761
0.10565534186524321,0.9200000166893005,24,99,,
,,24,99,0.08708926290273666,0.8787878751754761
0.09962022595137007,0.9200000166893005,25,103,,
,,25,103,0.07894360274076462,0.9191918969154358
0.08993035120125256,0.9200000166893005,26,107,,
,,26,107,0.07060275226831436,0.939393937587738
0.08090887720585473,0.9200000166893005,27,111,,
,,27,111,0.06179136782884598,0.9494949579238892
0.07292749786582367,0.9200000166893005,28,115,,
,,28,115,0.05271264165639877,0.9696969985961914
0.06354013014834149,0.9200000166893005,29,119,,
,,29,119,0.043673016130924225,0.9797979593276978
0.05900795875462941,0.9200000166893005,30,123,,
,,30,123,0.03607796132564545,0.9797979593276978
0.05520537446546732,0.9200000166893005,31,127,,
,,31,127,0.029919665306806564,0.9898989796638489
0.04994989265383578,0.9200000166893005,32,131,,
,,32,131,0.024841656908392906,0.9898989796638489
0.04702829078375753,0.9200000166893005,33,135,,
,,33,135,0.02099895291030407,0.9898989796638489
0.04426191323287287,0.9200000166893005,34,139,,
,,34,139,0.017935259267687798,0.9898989796638489
0.042136665535261485,0.9200000166893005,35,143,,
,,35,143,0.01540797296911478,0.9898989796638489
0.04015807228978081,0.9200000166893005,36,147,,
,,36,147,0.01340480986982584,0.9898989796638489
0.03866002535297779,0.9200000166893005,37,151,,
,,37,151,0.011705721728503704,0.9898989796638489
0.03775688812801071,0.9200000166893005,38,155,,
,,38,155,0.010287584736943245,1.0
0.03736565127057952,0.9200000166893005,39,159,,
,,39,159,0.009093619883060455,1.0
0.036215709423439754,0.9200000166893005,40,163,,
,,40,163,0.008084526285529137,1.0
0.034921297702510234,0.9200000166893005,41,167,,
,,41,167,0.007213702891021967,1.0
0.034546301276355953,0.9200000166893005,42,171,,
,,42,171,0.006510351784527302,1.0
0.03464146018745943,0.9200000166893005,43,175,,
,,43,175,0.005958830006420612,1.0
0.03432059000066394,0.9200000166893005,44,179,,
,,44,179,0.005477558355778456,1.0
0.033154145051160676,0.9200000166893005,45,183,,
,,45,183,0.0050636474043130875,1.0
0.03250217863739675,0.9200000166893005,46,187,,
,,46,187,0.004691247828304768,1.0
0.03257848336430395,0.9200000166893005,47,191,,
,,47,191,0.004378077574074268,1.0
0.032549656366931225,0.9200000166893005,48,195,,
,,48,195,0.004090487491339445,1.0
0.031673423286225036,0.9200000166893005,49,199,,
,,49,199,0.0038376818411052227,1.0
0.03113694446417582,0.9200000166893005,50,203,,
,,50,203,0.0035983389243483543,1.0
0.03128447286257561,0.9200000166893005,51,207,,
,,51,207,0.003396876621991396,1.0
0.03139366222189111,0.9200000166893005,52,211,,
,,52,211,0.003210549708455801,1.0
0.03105646339535081,0.9200000166893005,53,215,,
,,53,215,0.0030374813359230757,1.0
0.030516300434542436,0.9200000166893005,54,219,,
,,54,219,0.0028786398470401764,1.0
0.02980492159154815,0.9200000166893005,55,223,,
,,55,223,0.0027341449167579412,1.0
0.02961749744864362,0.9200000166893005,56,227,,
,,56,227,0.0026030014269053936,1.0
0.029934245964202376,0.9200000166893005,57,231,,
,,57,231,0.002478353912010789,1.0
0.03015385431291804,0.9200000166893005,58,235,,
,,58,235,0.002357349032536149,1.0
0.0299766070770506,0.9200000166893005,59,239,,
,,59,239,0.0022437977604568005,1.0
0.029570292433343442,0.9200000166893005,60,243,,
,,60,243,0.002137835370376706,1.0
0.029193814950668126,0.9200000166893005,61,247,,
,,61,247,0.002040739869698882,1.0
0.029086827383009085,0.9200000166893005,62,251,,
,,62,251,0.0019519858760759234,1.0
0.028930170768624572,0.9200000166893005,63,255,,
,,63,255,0.0018709059804677963,1.0
0.0289373849430241,0.9200000166893005,64,259,,
,,64,259,0.0017928571905940771,1.0
0.029036404628974378,0.9200000166893005,65,263,,
,,65,263,0.001722570275887847,1.0
0.029004130347989227,0.9200000166893005,66,267,,
,,66,267,0.0016557872295379639,1.0
0.02885963819844508,0.9200000166893005,67,271,,
,,67,271,0.0015931052621454,1.0
0.028691433788320186,0.9200000166893005,68,275,,
,,68,275,0.001534624956548214,1.0
0.028543631996081655,0.9200000166893005,69,279,,
,,69,279,0.0014800716890022159,1.0
0.028495267958371286,0.9200000166893005,70,283,,
,,70,283,0.0014290299732238054,1.0
0.0283249040121637,0.9200000166893005,71,287,,
,,71,287,0.0013825432397425175,1.0
0.028274455366650554,0.9200000166893005,72,291,,
,,72,291,0.001335727865807712,1.0
0.02832542319038144,0.9200000166893005,73,295,,
,,73,295,0.001293923705816269,1.0
0.028308117460746064,0.9200000166893005,74,299,,
,,74,299,0.0012538968585431576,1.0
0.02821268030446598,0.9200000166893005,75,303,,
,,75,303,0.0012158750323578715,1.0
0.02793767856021345,0.9200000166893005,76,307,,
,,76,307,0.0011795636964961886,1.0
0.027800517026097902,0.9200000166893005,77,311,,
,,77,311,0.0011456520296633244,1.0
0.02785991824988107,0.9200000166893005,78,315,,
,,78,315,0.001114043639972806,1.0
0.027929624532708273,0.9200000166893005,79,319,,
,,79,319,0.0010836131405085325,1.0
0.027894938643728134,0.9200000166893005,80,323,,
,,80,323,0.001054291962645948,1.0
0.027765291855618695,0.9200000166893005,81,327,,
,,81,327,0.0010262444848194718,1.0
0.02745001309668295,0.9200000166893005,82,331,,
,,82,331,0.000999145326204598,1.0
0.02722163424105655,0.9200000166893005,83,335,,
,,83,335,0.0009737731306813657,1.0
0.02721941125831316,0.9200000166893005,84,339,,
,,84,339,0.0009501684689894319,1.0
0.027323952982465354,0.9200000166893005,85,343,,
,,85,343,0.0009273875621147454,1.0
0.02737678962839935,0.9200000166893005,86,347,,
,,86,347,0.0009050533408299088,1.0
0.02734975166274359,0.9200000166893005,87,351,,
,,87,351,0.0008835556800477207,1.0
0.027244379874729895,0.9200000166893005,88,355,,
,,88,355,0.0008630498195998371,1.0
0.02698963758048344,0.9200000166893005,89,359,,
,,89,359,0.0008433455950580537,1.0
0.026806419624620867,0.9200000166893005,90,363,,
,,90,363,0.0008243789197877049,1.0
0.026811853553516424,0.9200000166893005,91,367,,
,,91,367,0.0008069946779869497,1.0
0.026909797303355278,0.9200000166893005,92,371,,
,,92,371,0.0007898833137005568,1.0
0.02696491314900565,0.9200000166893005,93,375,,
,,93,375,0.0007731495425105095,1.0
0.026944947985809275,0.9200000166893005,94,379,,
,,94,379,0.0007570049492642283,1.0
0.026748007140576405,0.9200000166893005,95,383,,
,,95,383,0.0007413713610731065,1.0
0.026592427459253207,0.9200000166893005,96,387,,
,,96,387,0.0007262147264555097,1.0
0.026584328597425134,0.9200000166893005,97,391,,
,,97,391,0.0007122562965378165,1.0
0.026642800924724236,0.9200000166893005,98,395,,
,,98,395,0.0006985555519349873,1.0
0.026666757451358013,0.9200000166893005,99,399,,
,,99,399,0.0006851255893707275,1.0
0.026644083204316153,0.9200000166893005,100,403,,
,,100,403,0.0006721034296788275,1.0
0.026472642313866136,0.9200000166893005,101,407,,
,,101,407,0.0006595431477762759,1.0
0.026331593588311577,0.9200000166893005,102,411,,
,,102,411,0.0006471543456427753,1.0
0.026323716476811424,0.9200000166893005,103,415,,
,,103,415,0.0006356884259730577,1.0
0.026374368951180185,0.9200000166893005,104,419,,
,,104,419,0.000624562322627753,1.0
0.026397783957570076,0.9200000166893005,105,423,,
,,105,423,0.0006135204457677901,1.0
0.026297463988923405,0.9200000166893005,106,427,,
,,106,427,0.0006027243216522038,1.0
0.026193981087527542,0.9200000166893005,107,431,,
,,107,431,0.0005922740092501044,1.0
0.026141485646681503,0.9200000166893005,108,435,,
,,108,435,0.0005824188701808453,1.0
0.02613107314416174,0.9200000166893005,109,439,,
,,109,439,0.0005727786337956786,1.0
0.026137090077317914,0.9200000166893005,110,443,,
,,110,443,0.0005633682012557983,1.0
0.026129186765348887,0.9200000166893005,111,447,,
,,111,447,0.0005541889695450664,1.0
0.026100889131140535,0.9200000166893005,112,451,,
,,112,451,0.0005452567129395902,1.0
0.02596183142071748,0.9200000166893005,113,455,,
,,113,455,0.0005366900586523116,1.0
0.025893550325306654,0.9200000166893005,114,459,,
,,114,459,0.0005280820769257843,1.0
0.02589099809444054,0.9200000166893005,115,463,,
,,115,463,0.000520101806614548,1.0
0.025901762241720486,0.9200000166893005,116,467,,
,,116,467,0.0005122057045809925,1.0
0.025903170490966968,0.9200000166893005,117,471,,
,,117,471,0.0005044727004133165,1.0
0.025812193680133332,0.9200000166893005,118,475,,
,,118,475,0.0004970869049429893,1.0
0.025727650749814326,0.9200000166893005,119,479,,
,,119,479,0.0004894738085567951,1.0
0.02569334246632907,0.9200000166893005,120,483,,
,,120,483,0.00048245780635625124,1.0
0.025690217912143033,0.9200000166893005,121,487,,
,,121,487,0.00047555824858136475,1.0
0.025691873135514562,0.9200000166893005,122,491,,
,,122,491,0.0004687933251261711,1.0
0.025688428460535144,0.9200000166893005,123,495,,
,,123,495,0.0004621771222446114,1.0
0.02559790702876165,0.9200000166893005,124,499,,
,,124,499,0.0004558283253572881,1.0
0.025561547435745822,0.9200000166893005,125,503,,
,,125,503,0.00044939052895642817,1.0
0.02557495507845536,0.9200000166893005,126,507,,
,,126,507,0.00044336545397527516,1.0
0.025570560319040946,0.9200000166893005,127,511,,
,,127,511,0.00043741142144426703,1.0
0.025480415379179614,0.9200000166893005,128,515,,
,,128,515,0.00043157863547094166,1.0
0.02540564902679682,0.9200000166893005,129,519,,
,,129,519,0.00042579876026138663,1.0
0.02540811459240377,0.9200000166893005,130,523,,
,,130,523,0.00042034336365759373,1.0
0.025442125062352147,0.9200000166893005,131,527,,
,,131,527,0.0004149972228333354,1.0
0.025457045183015697,0.9200000166893005,132,531,,
,,132,531,0.00040967759559862316,1.0
0.025381291862253737,0.9200000166893005,133,535,,
,,133,535,0.000404512946261093,1.0
0.025320549836518557,0.9200000166893005,134,539,,
,,134,539,0.00039931287756189704,1.0
0.025283453968704996,0.9200000166893005,135,543,,
,,135,543,0.0003944195050280541,1.0
0.02526330974512728,0.9200000166893005,136,547,,
,,136,547,0.00038960701203905046,1.0
0.025254837671818908,0.9200000166893005,137,551,,
,,137,551,0.00038487231358885765,1.0
0.02517259313925199,0.9200000166893005,138,555,,
,,138,555,0.00038015650352463126,1.0
0.02511241946025736,0.9200000166893005,139,559,,
,,139,559,0.0003755984944291413,1.0
0.02509095832921493,0.9200000166893005,140,563,,
,,140,563,0.00037120949127711356,1.0
0.025092823826901308,0.9200000166893005,141,567,,
,,141,567,0.0003668713034130633,1.0
0.025103323688197426,0.9200000166893005,142,571,,
,,142,571,0.0003625927784014493,1.0
0.02511079047738742,0.9200000166893005,143,575,,
,,143,575,0.00035838631447404623,1.0
0.025044482036007964,0.9200000166893005,144,579,,
,,144,579,0.0003543152706697583,1.0
0.024990514771695956,0.9200000166893005,145,583,,
,,145,583,0.00035017382469959557,1.0
0.024989563296953426,0.9200000166893005,146,587,,
,,146,587,0.00034630735171958804,1.0
0.025014577900016488,0.9200000166893005,147,591,,
,,147,591,0.00034249198506586254,1.0
0.024955967065977545,0.9200000166893005,148,595,,
,,148,595,0.0003387249889783561,1.0
0.024905306441308044,0.9200000166893005,149,599,,
,,149,599,0.00033494658418931067,1.0
0.02488190371977856,0.9200000166893005,150,603,,
,,150,603,0.00033137097489088774,1.0
0.024876116829540877,0.9200000166893005,151,607,,
,,151,607,0.0003278353251516819,1.0
0.024878180873104703,0.9200000166893005,152,611,,
,,152,611,0.0003243456594645977,1.0
0.02482063032565768,0.9200000166893005,153,615,,
,,153,615,0.0003208887646906078,1.0
0.024774308316829335,0.9200000166893005,154,619,,
,,154,619,0.00031749886693432927,1.0
0.024756583958084052,0.9200000166893005,155,623,,
,,155,623,0.00031424715416505933,1.0
0.02475797404618653,0.9200000166893005,156,627,,
,,156,627,0.0003110300749540329,1.0
0.02475838993781914,0.9200000166893005,157,631,,
,,157,631,0.0003078574372921139,1.0
0.024760501311638955,0.9200000166893005,158,635,,
,,158,635,0.0003047230129595846,1.0
0.0247011845744162,0.9200000166893005,159,639,,
,,159,639,0.0003017428098246455,1.0
0.02465032842308622,0.9200000166893005,160,643,,
,,160,643,0.00029858911875635386,1.0
0.024626238637997847,0.9200000166893005,161,647,,
,,161,647,0.00029567809542641044,1.0
0.024620104800565167,0.9200000166893005,162,651,,
,,162,651,0.00029279678710736334,1.0
0.024590644035216495,0.9200000166893005,163,655,,
,,163,655,0.00028991480940021574,1.0
0.02458465366013283,0.9200000166893005,164,659,,
,,164,659,0.0002871407486964017,1.0
0.024583648582459882,0.9200000166893005,165,663,,
,,165,663,0.0002844236441887915,1.0
0.02458962056055538,0.9200000166893005,166,667,,
