validation_loss,validation_accuracy,epoch,step,train_loss,train_accuracy,test_loss,test_accuracy
0.25732885288300084,0.47999998927116394,0,3,,,,
,,0,3,0.25614532828330994,0.5050504803657532,,
0.2577356040653845,0.47999998927116394,1,7,,,,
,,1,7,0.25277179479599,0.5050504803657532,,
0.2585396102137237,0.47999998927116394,2,11,,,,
,,2,11,0.2505824863910675,0.5050504803657532,,
0.25676996628245435,0.47999998927116394,3,15,,,,
,,3,15,0.24867624044418335,0.5050504803657532,,
0.24860475310457758,0.47999998927116394,4,19,,,,
,,4,19,0.24401690065860748,0.5050504803657532,,
0.23192659706789115,0.47999998927116394,5,23,,,,
,,5,23,0.23448601365089417,0.5050504803657532,,
0.21262111189015262,0.6000000238418579,6,27,,,,
,,6,27,0.220794677734375,0.49494948983192444,,
0.19423586720780808,0.7200000286102295,7,31,,,,
,,7,31,0.20646625757217407,0.6464646458625793,,
0.17830492238944956,0.7599999904632568,8,35,,,,
,,8,35,0.19311702251434326,0.747474730014801,,
0.16439027150670374,0.7599999904632568,9,39,,,,
,,9,39,0.1811402589082718,0.7676767706871033,,
0.1516258681881333,0.8799999952316284,10,43,,,,
,,10,43,0.17077167332172394,0.7575757503509521,,
0.1401647380254967,0.9200000166893005,11,47,,,,
,,11,47,0.16187646985054016,0.7575757503509521,,
0.1303052503419201,0.9200000166893005,12,51,,,,
,,12,51,0.15420006215572357,0.808080792427063,,
0.12288580486273627,0.9200000166893005,13,55,,,,
,,13,55,0.14778855443000793,0.8181818127632141,,
0.11771153939532723,0.9200000166893005,14,59,,,,
,,14,59,0.1428162008523941,0.8181818127632141,,
0.11397389632827036,0.9200000166893005,15,63,,,,
,,15,63,0.13864804804325104,0.7979797720909119,,
0.11094866317056773,0.9200000166893005,16,67,,,,
,,16,67,0.13485713303089142,0.7979797720909119,,
0.10821077604528531,0.9200000166893005,17,71,,,,
,,17,71,0.13130199909210205,0.8181818127632141,,
0.10588093641254229,0.9200000166893005,18,75,,,,
,,18,75,0.12788057327270508,0.8282828330993652,,
0.10412473225612623,0.9200000166893005,19,79,,,,
,,19,79,0.12480787932872772,0.8383838534355164,,
0.10305915839787554,0.8799999952316284,20,83,,,,
,,20,83,0.12207863479852676,0.8484848737716675,,
0.10203671477531881,0.8799999952316284,21,87,,,,
,,21,87,0.11936234682798386,0.8484848737716675,,
0.10071618963037356,0.8799999952316284,22,91,,,,
,,22,91,0.11653266102075577,0.8484848737716675,,
0.09943294016439262,0.8799999952316284,23,95,,,,
,,23,95,0.11363986134529114,0.8484848737716675,,
0.0984076148807948,0.8799999952316284,24,99,,,,
,,24,99,0.11072719097137451,0.8484848737716675,,
0.09775323168400235,0.8799999952316284,25,103,,,,
,,25,103,0.10777845233678818,0.8585858345031738,,
0.09758260366569893,0.8799999952316284,26,107,,,,
,,26,107,0.10467612743377686,0.8585858345031738,,
0.09725787839746064,0.8799999952316284,27,111,,,,
,,27,111,0.10143619775772095,0.8585858345031738,,
0.09612107508298436,0.8799999952316284,28,115,,,,
,,28,115,0.09807169437408447,0.8585858345031738,,
0.095271169873455,0.8399999737739563,29,119,,,,
,,29,119,0.09473571181297302,0.8787878751754761,,
0.09515857874259183,0.8399999737739563,30,123,,,,
,,30,123,0.09177563339471817,0.8787878751754761,,
0.09400297345247427,0.8399999737739563,31,127,,,,
,,31,127,0.08900372684001923,0.8787878751754761,,
0.0920888721505019,0.8799999952316284,32,131,,,,
,,32,131,0.08588092774152756,0.8787878751754761,,
0.09090373468000248,0.8799999952316284,33,135,,,,
,,33,135,0.08285965770483017,0.8888888955116272,,
0.08996016526980817,0.8799999952316284,34,139,,,,
,,34,139,0.07988518476486206,0.9090909361839294,,
0.08835438347028368,0.8799999952316284,35,143,,,,
,,35,143,0.07675138860940933,0.9191918969154358,,
0.08673268459097155,0.8799999952316284,36,147,,,,
,,36,147,0.07354177534580231,0.9191918969154358,,
0.08548343101897345,0.8799999952316284,37,151,,,,
,,37,151,0.07056380063295364,0.939393937587738,,
0.08409292355533772,0.8799999952316284,38,155,,,,
,,38,155,0.06761886924505234,0.9494949579238892,,
0.08220242138077051,0.8799999952316284,39,159,,,,
,,39,159,0.06475268304347992,0.9595959782600403,,
0.07986546011586533,0.8799999952316284,40,163,,,,
,,40,163,0.06192963942885399,0.9595959782600403,,
0.07814518246882411,0.8799999952316284,41,167,,,,
,,41,167,0.05913623049855232,0.9797979593276978,,
0.07689111859697895,0.8799999952316284,42,171,,,,
,,42,171,0.05647406354546547,0.9797979593276978,,
0.07494752555112563,0.9200000166893005,43,175,,,,
,,43,175,0.0539184994995594,0.9898989796638489,,
0.07269919338117668,0.9200000166893005,44,179,,,,
,,44,179,0.051368992775678635,0.9898989796638489,,
0.07116659577086516,0.9200000166893005,45,183,,,,
,,45,183,0.04894401133060455,0.9898989796638489,,
0.06986016982755132,0.9200000166893005,46,187,,,,
,,46,187,0.04664289951324463,0.9898989796638489,,
0.06766655151684191,0.9200000166893005,47,191,,,,
,,47,191,0.04444972798228264,0.9898989796638489,,
0.0659603597616185,0.9200000166893005,48,195,,,,
,,48,195,0.042212530970573425,0.9898989796638489,,
0.06475704098084438,0.9200000166893005,49,199,,,,
,,49,199,0.04012167453765869,0.9898989796638489,,
0.06314521310624757,0.9200000166893005,50,203,,,,
,,50,203,0.038205429911613464,0.9898989796638489,,
0.06136543437847278,0.9200000166893005,51,207,,,,
,,51,207,0.036310624331235886,0.9898989796638489,,
0.059457492291282395,0.9200000166893005,52,211,,,,
,,52,211,0.03450159355998039,0.9898989796638489,,
0.05765782044494845,0.9200000166893005,53,215,,,,
,,53,215,0.032894786447286606,0.9898989796638489,,
0.05662131612780863,0.9200000166893005,54,219,,,,
,,54,219,0.031255029141902924,1.0,,
0.0548873848406123,0.9200000166893005,55,223,,,,
,,55,223,0.029826855286955833,1.0,,
0.05289281011201674,0.9200000166893005,56,227,,,,
,,56,227,0.02828027680516243,1.0,,
0.051707505917685276,0.9200000166893005,57,231,,,,
,,57,231,0.026870395988225937,1.0,,
0.050152313646944106,0.9200000166893005,58,235,,,,
,,58,235,0.025727083906531334,1.0,,
0.04847040521304662,0.9200000166893005,59,239,,,,
,,59,239,0.02445387654006481,1.0,,
0.047415423863473326,0.9200000166893005,60,243,,,,
,,60,243,0.023250792175531387,1.0,,
0.04601287851340638,0.9200000166893005,61,247,,,,
,,61,247,0.0221850723028183,1.0,,
0.044253006131315546,0.9200000166893005,62,251,,,,
,,62,251,0.021199097856879234,1.0,,
0.0431408749745624,0.9200000166893005,63,255,,,,
,,63,255,0.020191282033920288,1.0,,
0.04190294413503147,0.9200000166893005,64,259,,,,
,,64,259,0.01933935284614563,1.0,,
0.040533347007169256,0.9200000166893005,65,263,,,,
,,65,263,0.018446654081344604,1.0,,
0.039162654648443145,0.9599999785423279,66,267,,,,
,,66,267,0.01763775758445263,1.0,,
0.03805259651433,0.9599999785423279,67,271,,,,
,,67,271,0.01686118356883526,1.0,,
0.03695840688654803,0.9599999785423279,68,275,,,,
,,68,275,0.01615840755403042,1.0,,
0.03598368280321382,0.9599999785423279,69,279,,,,
,,69,279,0.015476378612220287,1.0,,
0.035113251314451,0.9599999785423279,70,283,,,,
,,70,283,0.01486919540911913,1.0,,
0.03405398741285942,0.9599999785423279,71,287,,,,
,,71,287,0.014274933375418186,1.0,,
0.03279812232825633,0.9599999785423279,72,291,,,,
,,72,291,0.013708500191569328,1.0,,
0.03205238030529619,0.9599999785423279,73,295,,,,
,,73,295,0.01316012255847454,1.0,,
0.031183211398821364,0.9599999785423279,74,299,,,,
,,74,299,0.012677455320954323,1.0,,
0.03020535919551135,0.9599999785423279,75,303,,,,
,,75,303,0.012176468968391418,1.0,,
0.02918402171757988,0.9599999785423279,76,307,,,,
,,76,307,0.011732938699424267,1.0,,
0.028534282001472854,0.9599999785423279,77,311,,,,
,,77,311,0.011295036412775517,1.0,,
0.02801608033245355,0.9599999785423279,78,315,,,,
,,78,315,0.010882429778575897,1.0,,
0.027084757864660136,1.0,79,319,,,,
,,79,319,0.0104990154504776,1.0,,
0.02621099014025036,1.0,80,323,,,,
,,80,323,0.010151447728276253,1.0,,
0.025568739244381532,1.0,81,327,,,,
,,81,327,0.009793189354240894,1.0,,
