val_loss,val_accuracy,epoch,step,loss,accuracy
0.2558539141325754,0.42105263471603394,0,3,,
,,0,3,0.24245963990688324,0.5523809790611267
0.2524112400877937,0.4736842215061188,1,7,,
,,1,7,0.23586083948612213,0.6190476417541504
0.2511894547921626,0.5789473652839661,2,11,,
,,2,11,0.22615668177604675,0.7047619223594666
0.2507016344791407,0.42105263471603394,3,15,,
,,3,15,0.21767759323120117,0.6666666865348816
0.24421620390771023,0.4736842215061188,4,19,,
,,4,19,0.20798586308956146,0.6476190686225891
0.23608765993554148,0.6842105388641357,5,23,,
,,5,23,0.19392958283424377,0.7523809671401978
0.22855073328164935,0.6842105388641357,6,27,,
,,6,27,0.17740489542484283,0.8380952477455139
0.21090855975679332,0.6842105388641357,7,31,,
,,7,31,0.16151989996433258,0.8380952477455139
0.19010936326978375,0.7368420958518982,8,35,,
,,8,35,0.14483138918876648,0.8476190567016602
0.17885263718023092,0.7894737124443054,9,39,,
,,9,39,0.13178738951683044,0.8285714387893677
0.17507476246671172,0.7368420958518982,10,43,,
,,10,43,0.12227538228034973,0.8380952477455139
0.16871472887737018,0.7368420958518982,11,47,,
,,11,47,0.11502660065889359,0.8666666746139526
0.1537859457228119,0.7894737124443054,12,51,,
,,12,51,0.10821052640676498,0.8761904835700989
0.14036648683081832,0.7894737124443054,13,55,,
,,13,55,0.10020959377288818,0.8761904835700989
0.1345525207215955,0.8421052694320679,14,59,,
,,14,59,0.09219402819871902,0.8761904835700989
0.1309450173192792,0.8421052694320679,15,63,,
,,15,63,0.0849686935544014,0.9047619104385376
0.1254951167660778,0.8421052694320679,16,67,,
,,16,67,0.07893959432840347,0.9238095283508301
0.12186068293942631,0.8421052694320679,17,71,,
,,17,71,0.07343727350234985,0.9142857193946838
0.12120919500078485,0.8421052694320679,18,75,,
,,18,75,0.06895332783460617,0.9238095283508301
0.1210015441095629,0.8421052694320679,19,79,,
,,19,79,0.06548217684030533,0.9238095283508301
0.11948788279586309,0.8421052694320679,20,83,,
,,20,83,0.0626203641295433,0.9238095283508301
0.11866804271056909,0.8421052694320679,21,87,,
,,21,87,0.05995422601699829,0.9238095283508301
0.11883075791427047,0.8421052694320679,22,91,,
,,22,91,0.05783151090145111,0.9238095283508301
0.11862825878474881,0.8421052694320679,23,95,,
,,23,95,0.056211888790130615,0.9238095283508301
0.11694542275921631,0.8421052694320679,24,99,,
,,24,99,0.054834622889757156,0.9238095283508301
0.11533429026806144,0.8421052694320679,25,103,,
,,25,103,0.05350703373551369,0.9238095283508301
0.11257284007188702,0.8421052694320679,26,107,,
,,26,107,0.05274210497736931,0.9333333373069763
0.10902152942774822,0.8421052694320679,27,111,,
,,27,111,0.05211862549185753,0.9333333373069763
0.10591221747333149,0.8421052694320679,28,115,,
,,28,115,0.05149735137820244,0.9333333373069763
0.10191396668954823,0.8421052694320679,29,119,,
,,29,119,0.05137677863240242,0.9333333373069763
0.09805652753187355,0.8421052694320679,30,123,,
,,30,123,0.05078868567943573,0.9238095283508301
0.09628727240065467,0.8947368264198303,31,127,,
,,31,127,0.04978954792022705,0.9238095283508301
0.0938558548204877,0.8947368264198303,32,131,,
,,32,131,0.0488177090883255,0.9333333373069763
0.09105919466133187,0.8947368264198303,33,135,,
,,33,135,0.04708457738161087,0.9333333373069763
0.08901232522092767,0.8947368264198303,34,139,,
,,34,139,0.04513547569513321,0.9428571462631226
0.08732774860164697,0.8947368264198303,35,143,,
,,35,143,0.04349090903997421,0.9428571462631226
0.08605137626533174,0.8947368264198303,36,147,,
,,36,147,0.041999343782663345,0.9523809552192688
0.08542529711889542,0.8947368264198303,37,151,,
,,37,151,0.04041362553834915,0.9523809552192688
0.08524652782126896,0.8947368264198303,38,155,,
,,38,155,0.03901800885796547,0.9523809552192688
0.08453925510092536,0.8947368264198303,39,159,,
,,39,159,0.03774910047650337,0.9523809552192688
0.0841217789946363,0.8947368264198303,40,163,,
,,40,163,0.0363418273627758,0.9523809552192688
