validation_loss,validation_accuracy,epoch,step,train_loss,train_accuracy,test_loss,test_accuracy
0.23527151652550263,0.5600000023841858,0,3,,,,
,,0,3,0.2557372748851776,0.4848484992980957,,
0.2445240992371732,0.5600000023841858,1,7,,,,
,,1,7,0.24020282924175262,0.4848484992980957,,
0.27128203860403033,0.5600000023841858,2,11,,,,
,,2,11,0.23811012506484985,0.4848484992980957,,
0.28603347828701414,0.5600000023841858,3,15,,,,
,,3,15,0.25056204199790955,0.4848484992980957,,
0.2737774192120655,0.5600000023841858,4,19,,,,
,,4,19,0.25269797444343567,0.4848484992980957,,
0.24490591593244576,0.5600000023841858,5,23,,,,
,,5,23,0.2362118661403656,0.4848484992980957,,
0.21776527905501236,0.5600000023841858,6,27,,,,
,,6,27,0.21332412958145142,0.4848484992980957,,
0.20243036454925192,0.5600000023841858,7,31,,,,
,,7,31,0.19712360203266144,0.4848484992980957,,
0.1983984400342563,0.5600000023841858,8,35,,,,
,,8,35,0.1874082386493683,0.4848484992980957,,
0.19955125194031686,0.5600000023841858,9,39,,,,
,,9,39,0.17999009788036346,0.4848484992980957,,
0.19679686436298627,0.5600000023841858,10,43,,,,
,,10,43,0.17381396889686584,0.4848484992980957,,
0.18635083507557837,0.5600000023841858,11,47,,,,
,,11,47,0.16607746481895447,0.4848484992980957,,
0.17642940013108824,0.5600000023841858,12,51,,,,
,,12,51,0.15577805042266846,0.4848484992980957,,
0.17152897138796608,0.5600000023841858,13,55,,,,
,,13,55,0.14598335325717926,0.4848484992980957,,
0.17131589607424627,0.5600000023841858,14,59,,,,
,,14,59,0.13806317746639252,0.4848484992980957,,
0.17130319080038484,0.5600000023841858,15,63,,,,
,,15,63,0.1327892243862152,0.4848484992980957,,
0.1681172531625105,0.5600000023841858,16,67,,,,
,,16,67,0.1287880390882492,0.4848484992980957,,
0.16414690042028104,0.5600000023841858,17,71,,,,
,,17,71,0.12441187351942062,0.4848484992980957,,
0.16199097438579213,0.5600000023841858,18,75,,,,
,,18,75,0.1207348108291626,0.4848484992980957,,
0.1616823081591881,0.5600000023841858,19,79,,,,
,,19,79,0.11818761378526688,0.4848484992980957,,
0.16157942024082417,0.5600000023841858,20,83,,,,
,,20,83,0.1163708046078682,0.4848484992980957,,
0.16090199603754052,0.5600000023841858,21,87,,,,
,,21,87,0.11458754539489746,0.4848484992980957,,
0.1602853058497397,0.5600000023841858,22,91,,,,
,,22,91,0.11267206072807312,0.4848484992980957,,
0.16000041784066937,0.5600000023841858,23,95,,,,
,,23,95,0.11089985072612762,0.4848484992980957,,
0.15993854737149302,0.5600000023841858,24,99,,,,
,,24,99,0.10934047400951385,0.4848484992980957,,
0.16000271797437762,0.5600000023841858,25,103,,,,
,,25,103,0.10788775235414505,0.4848484992980957,,
0.16001263203285898,0.5600000023841858,26,107,,,,
,,26,107,0.10649431496858597,0.4848484992980957,,
0.15978863338367089,0.5600000023841858,27,111,,,,
,,27,111,0.10507351160049438,0.4848484992980957,,
0.15939873443118993,0.5600000023841858,28,115,,,,
,,28,115,0.10365214198827744,0.4848484992980957,,
0.15887473537356783,0.5600000023841858,29,119,,,,
,,29,119,0.10230977833271027,0.4848484992980957,,
0.15827830975441415,0.5600000023841858,30,123,,,,
,,30,123,0.10100627690553665,0.4848484992980957,,
0.15760214362483574,0.5600000023841858,31,127,,,,
,,31,127,0.09969816356897354,0.4848484992980957,,
0.15676658084324327,0.5600000023841858,32,131,,,,
,,32,131,0.09838573634624481,0.4848484992980957,,
0.15566152942084888,0.5600000023841858,33,135,,,,
,,33,135,0.09700162708759308,0.4848484992980957,,
0.1547036473973289,0.5600000023841858,34,139,,,,
,,34,139,0.09555211663246155,0.4848484992980957,,
0.15368158826110834,0.5600000023841858,35,143,,,,
,,35,143,0.09403860569000244,0.4848484992980957,,
0.15238981104150592,0.5600000023841858,36,147,,,,
,,36,147,0.09244877099990845,0.4848484992980957,,
0.1510249326265808,0.5600000023841858,37,151,,,,
,,37,151,0.0907883495092392,0.4848484992980957,,
0.14975660279932404,0.5600000023841858,38,155,,,,
,,38,155,0.08903347700834274,0.4848484992980957,,
0.14865542459036266,0.5600000023841858,39,159,,,,
,,39,159,0.08727923035621643,0.4848484992980957,,
0.14740728004406212,0.5600000023841858,40,163,,,,
,,40,163,0.08554305136203766,0.4848484992980957,,
0.14593198533894686,0.5600000023841858,41,167,,,,
,,41,167,0.08369483053684235,0.4848484992980957,,
0.14452868648181855,0.5600000023841858,42,171,,,,
,,42,171,0.08170377463102341,0.4848484992980957,,
0.14294325062130153,0.5600000023841858,43,175,,,,
,,43,175,0.07967269420623779,0.4848484992980957,,
0.14129698271673358,0.5600000023841858,44,179,,,,
,,44,179,0.07755879312753677,0.4848484992980957,,
0.13915676923379638,0.5600000023841858,45,183,,,,
,,45,183,0.07533672451972961,0.4848484992980957,,
0.1368769316638948,0.5600000023841858,46,187,,,,
,,46,187,0.07309799641370773,0.4848484992980957,,
0.13478425136871613,0.5600000023841858,47,191,,,,
,,47,191,0.07087035477161407,0.4848484992980957,,
0.13262541999366256,0.5600000023841858,48,195,,,,
,,48,195,0.0685807392001152,0.4848484992980957,,
0.13070311008651778,0.5600000023841858,49,199,,,,
,,49,199,0.0663195550441742,0.4848484992980957,,
0.12829697426637718,0.5600000023841858,50,203,,,,
,,50,203,0.06414303183555603,0.4848484992980957,,
0.12593766071115628,0.5600000023841858,51,207,,,,
,,51,207,0.06200389564037323,0.4848484992980957,,
0.12377411926818273,0.5600000023841858,52,211,,,,
,,52,211,0.06001206487417221,0.4848484992980957,,
0.12189371336438701,0.5600000023841858,53,215,,,,
,,53,215,0.05821666866540909,0.4848484992980957,,
0.1196828184664206,0.5600000023841858,54,219,,,,
,,54,219,0.056490082293748856,0.4848484992980957,,
0.11755565905625037,0.5600000023841858,55,223,,,,
,,55,223,0.054812610149383545,0.4848484992980957,,
0.11582509795454506,0.5600000023841858,56,227,,,,
,,56,227,0.05330520123243332,0.4848484992980957,,
0.11414682291333118,0.5600000023841858,57,231,,,,
,,57,231,0.05191422998905182,0.4848484992980957,,
0.11215424718103975,0.5600000023841858,58,235,,,,
,,58,235,0.050658684223890305,0.4848484992980957,,
0.10997420078899262,0.5600000023841858,59,239,,,,
,,59,239,0.049378901720047,0.4848484992980957,,
0.10801721420667341,0.5600000023841858,60,243,,,,
,,60,243,0.04818812757730484,0.4848484992980957,,
0.10662604040125184,0.5600000023841858,61,247,,,,
,,61,247,0.04706999287009239,0.4848484992980957,,
0.10504343334267037,0.5600000023841858,62,251,,,,
,,62,251,0.0460088811814785,0.4848484992980957,,
0.10305635745335774,0.5600000023841858,63,255,,,,
,,63,255,0.04486929625272751,0.4848484992980957,,
0.10081753143757315,0.5600000023841858,64,259,,,,
,,64,259,0.043674301356077194,0.4848484992980957,,
0.09857315760413979,0.5600000023841858,65,263,,,,
,,65,263,0.04250079393386841,0.4848484992980957,,
0.09628412990378543,0.5600000023841858,66,267,,,,
,,66,267,0.04135674983263016,0.4848484992980957,,
0.09376572562388595,0.5600000023841858,67,271,,,,
,,67,271,0.04020509496331215,0.4848484992980957,,
0.09081673105884434,0.5600000023841858,68,275,,,,
,,68,275,0.03898829221725464,0.4848484992980957,,
0.08745336692664063,0.5600000023841858,69,279,,,,
,,69,279,0.037689872086048126,0.4848484992980957,,
0.08362275534041956,0.5600000023841858,70,283,,,,
,,70,283,0.0362420380115509,0.4848484992980957,,
0.07959342691955537,0.5600000023841858,71,287,,,,
,,71,287,0.034613341093063354,0.4848484992980957,,
0.0749633368920267,0.5600000023841858,72,291,,,,
,,72,291,0.0327986404299736,0.4848484992980957,,
0.06965925069267667,0.5600000023841858,73,295,,,,
,,73,295,0.03074321150779724,0.4848484992980957,,
0.06384963303754775,0.5600000023841858,74,299,,,,
,,74,299,0.02849542535841465,0.4848484992980957,,
0.058226000941125296,0.5600000023841858,75,303,,,,
,,75,303,0.026404431089758873,0.4848484992980957,,
0.05305320498100764,0.5600000023841858,76,307,,,,
,,76,307,0.024537505581974983,0.4848484992980957,,
0.04825967081750119,0.5600000023841858,77,311,,,,
,,77,311,0.022779598832130432,0.4848484992980957,,
0.0439942323719536,0.5600000023841858,78,315,,,,
,,78,315,0.02117316424846649,0.4848484992980957,,
0.04034511463572194,0.5600000023841858,79,319,,,,
,,79,319,0.01976218819618225,0.4848484992980957,,
0.0373170430239366,0.5600000023841858,80,323,,,,
,,80,323,0.018509775400161743,0.4848484992980957,,
0.03491834480588425,0.5600000023841858,81,327,,,,
,,81,327,0.017383482307195663,0.4848484992980957,,
0.032982648177056824,0.5600000023841858,82,331,,,,
,,82,331,0.016332827508449554,0.4848484992980957,,
0.03125638512023286,0.5600000023841858,83,335,,,,
,,83,335,0.015363696962594986,0.4848484992980957,,
0.029516648528702404,0.5600000023841858,84,339,,,,
,,84,339,0.014453249983489513,0.4848484992980957,,
0.02783551183570402,0.5600000023841858,85,343,,,,
,,85,343,0.013634764589369297,0.4848484992980957,,
0.026522351887630403,0.5600000023841858,86,347,,,,
,,86,347,0.012893246486783028,0.4848484992980957,,
0.025427446671693388,0.5600000023841858,87,351,,,,
,,87,351,0.012208112515509129,0.4848484992980957,,
0.02416227221616162,0.5600000023841858,88,355,,,,
,,88,355,0.011565357446670532,0.4848484992980957,,
0.022976452122584413,0.5600000023841858,89,359,,,,
,,89,359,0.010951342061161995,0.4848484992980957,,
0.021995477083531428,0.5600000023841858,90,363,,,,
,,90,363,0.010395137593150139,0.4848484992980957,,
0.021138957355073557,0.5600000023841858,91,367,,,,
,,91,367,0.009883285500109196,0.4848484992980957,,
0.020092074468060966,0.5600000023841858,92,371,,,,
,,92,371,0.00943078100681305,0.4848484992980957,,
0.01911392163514263,0.5600000023841858,93,375,,,,
,,93,375,0.008976633660495281,0.4848484992980957,,
0.018484954277494022,0.5600000023841858,94,379,,,,
,,94,379,0.008590001612901688,0.4848484992980957,,
0.017945494629204483,0.5600000023841858,95,383,,,,
,,95,383,0.00822525192052126,0.4848484992980957,,
0.01725230868620586,0.5600000023841858,96,387,,,,
,,96,387,0.007889583706855774,0.4848484992980957,,
0.016530298460408318,0.5600000023841858,97,391,,,,
,,97,391,0.007564168889075518,0.4848484992980957,,
0.015903852254501007,0.5600000023841858,98,395,,,,
,,98,395,0.007248869631439447,0.4848484992980957,,
0.015390799628668145,0.5600000023841858,99,399,,,,
,,99,399,0.006963569205254316,0.4848484992980957,,
,,100,400,,,0.026947800906738636,0.5
