val_loss,val_accuracy,epoch,step,loss,accuracy
0.25059793378193623,0.5199999809265137,0,3,,
,,0,3,0.24972374737262726,0.49494948983192444
0.24953661790587833,0.5199999809265137,1,7,,
,,1,7,0.2486685812473297,0.5454545617103577
0.24877789427053984,0.5199999809265137,2,11,,
,,2,11,0.24812835454940796,0.5151515007019043
0.248270951422937,0.5199999809265137,3,15,,
,,3,15,0.24830923974514008,0.49494948983192444
0.24720039552149345,0.5199999809265137,4,19,,
,,4,19,0.24863223731517792,0.49494948983192444
0.24526612302037776,0.5199999809265137,5,23,,
,,5,23,0.24821536242961884,0.49494948983192444
0.24257048366984224,0.5600000023841858,6,27,,
,,6,27,0.24647842347621918,0.5151515007019043
0.2387991937090382,0.6399999856948853,7,31,,
,,7,31,0.24386195838451385,0.5050504803657532
0.2338259891478695,0.6399999856948853,8,35,,
,,8,35,0.2408379465341568,0.5353535413742065
0.22780380700664515,0.6800000071525574,9,39,,
,,9,39,0.23709189891815186,0.5757575631141663
0.21928787110914919,0.6800000071525574,10,43,,
,,10,43,0.23184360563755035,0.6060606241226196
0.20905580690103476,0.7200000286102295,11,47,,
,,11,47,0.22666075825691223,0.5757575631141663
0.20007166313970384,0.7200000286102295,12,51,,
,,12,51,0.21912142634391785,0.6363636255264282
0.19015383464956906,0.7599999904632568,13,55,,
,,13,55,0.20923872292041779,0.6666666865348816
0.17803843358963165,0.7599999904632568,14,59,,
,,14,59,0.20156341791152954,0.6666666865348816
0.16653132203266868,0.800000011920929,15,63,,
,,15,63,0.19489097595214844,0.6767676472663879
0.15526394570791793,0.8399999737739563,16,67,,
,,16,67,0.18825913965702057,0.6969696879386902
0.14409689921705635,0.8799999952316284,17,71,,
,,17,71,0.18000228703022003,0.7171717286109924
0.1342967043330665,0.8399999737739563,18,75,,
,,18,75,0.17215070128440857,0.7171717286109924
0.12544428583359057,0.8399999737739563,19,79,,
,,19,79,0.1655827760696411,0.7272727489471436
0.11744866865789362,0.8399999737739563,20,83,,
,,20,83,0.15985167026519775,0.747474730014801
0.11041329576992727,0.8399999737739563,21,87,,
,,21,87,0.15382705628871918,0.7575757503509521
0.10450873925515552,0.8399999737739563,22,91,,
,,22,91,0.14759354293346405,0.7777777910232544
0.10081031930761133,0.8399999737739563,23,95,,
,,23,95,0.1423833817243576,0.8181818127632141
0.09793511265200024,0.8399999737739563,24,99,,
,,24,99,0.1380852311849594,0.808080792427063
0.09520562147812636,0.8399999737739563,25,103,,
,,25,103,0.13454730808734894,0.8181818127632141
0.09228425835480919,0.8399999737739563,26,107,,
,,26,107,0.1315087378025055,0.8282828330993652
0.08886172838664864,0.8799999952316284,27,111,,
,,27,111,0.1282259076833725,0.8282828330993652
0.08617554073822521,0.8799999952316284,28,115,,
,,28,115,0.12454437464475632,0.8383838534355164
0.08351185705419088,0.8799999952316284,29,119,,
,,29,119,0.12121833115816116,0.8484848737716675
0.0803903323921065,0.8799999952316284,30,123,,
,,30,123,0.11903247237205505,0.8484848737716675
0.07764324557779745,0.8799999952316284,31,127,,
,,31,127,0.11533408612012863,0.8383838534355164
0.07522457258251787,0.8799999952316284,32,131,,
,,32,131,0.11066848784685135,0.8484848737716675
0.07238249138035992,0.8799999952316284,33,135,,
