validation_loss,validation_accuracy,epoch,step,train_loss,train_accuracy,test_loss,test_accuracy
0.24628674740533396,0.6000000238418579,0,3,,,,
,,0,3,0.23896907269954681,0.5656565427780151,,
0.24190344958551477,0.6000000238418579,1,7,,,,
,,1,7,0.23572058975696564,0.5757575631141663,,
0.23816954683636754,0.6800000071525574,2,11,,,,
,,2,11,0.23316043615341187,0.6767676472663879,,
0.2298456332575648,0.7599999904632568,3,15,,,,
,,3,15,0.22865328192710876,0.6868686676025391,,
0.21992156213534816,0.7599999904632568,4,19,,,,
,,4,19,0.21819253265857697,0.747474730014801,,
0.20892148159188778,0.7599999904632568,5,23,,,,
,,5,23,0.20762155950069427,0.7575757503509521,,
0.19949627049473034,0.7599999904632568,6,27,,,,
,,6,27,0.19615712761878967,0.7676767706871033,,
0.1891404173576897,0.7599999904632568,7,31,,,,
,,7,31,0.18413427472114563,0.7777777910232544,,
0.180432444392176,0.7599999904632568,8,35,,,,
,,8,35,0.17203126847743988,0.7878788113594055,,
0.17513461907281433,0.7599999904632568,9,39,,,,
,,9,39,0.1629209965467453,0.7878788113594055,,
0.1683538977869036,0.7599999904632568,10,43,,,,
,,10,43,0.15427576005458832,0.7979797720909119,,
0.16310236293384317,0.7599999904632568,11,47,,,,
,,11,47,0.14625585079193115,0.808080792427063,,
0.16447477459507556,0.7599999904632568,12,51,,,,
,,12,51,0.14231690764427185,0.808080792427063,,
0.16399793213759853,0.7599999904632568,13,55,,,,
,,13,55,0.14095337688922882,0.7777777910232544,,
0.1635980814410855,0.7599999904632568,14,59,,,,
,,14,59,0.13624818623065948,0.8181818127632141,,
0.17235687796874427,0.7599999904632568,15,63,,,,
,,15,63,0.13422657549381256,0.8383838534355164,,
0.17664337067478125,0.7599999904632568,16,67,,,,
,,16,67,0.1331973820924759,0.8383838534355164,,
0.1787499981193122,0.7599999904632568,17,71,,,,
,,17,71,0.12905345857143402,0.8383838534355164,,
0.18135509337284006,0.7599999904632568,18,75,,,,
,,18,75,0.12813447415828705,0.8383838534355164,,
0.18232170296063763,0.7599999904632568,19,79,,,,
,,19,79,0.12839893996715546,0.8484848737716675,,
0.18021280370233256,0.7599999904632568,20,83,,,,
,,20,83,0.12449602037668228,0.8383838534355164,,
0.1831230007081404,0.7599999904632568,21,87,,,,
,,21,87,0.12485115975141525,0.8282828330993652,,
0.18346542577918737,0.7599999904632568,22,91,,,,
,,22,91,0.12287239730358124,0.8383838534355164,,
0.18476111810601842,0.7599999904632568,23,95,,,,
,,23,95,0.12194734811782837,0.8383838534355164,,
0.18580510268284328,0.7599999904632568,24,99,,,,
,,24,99,0.12123772501945496,0.8383838534355164,,
0.18715308390868643,0.7599999904632568,25,103,,,,
,,25,103,0.1201653704047203,0.8383838534355164,,
0.18932620475809242,0.7599999904632568,26,107,,,,
,,26,107,0.1192830502986908,0.8383838534355164,,
0.19102043809092956,0.7599999904632568,27,111,,,,
,,27,111,0.11691517382860184,0.8383838534355164,,
0.19093891415499642,0.7599999904632568,28,115,,,,
,,28,115,0.11682147532701492,0.8484848737716675,,
0.1920622825049677,0.7599999904632568,29,119,,,,
,,29,119,0.11616969853639603,0.8585858345031738,,
0.19337944653260494,0.7599999904632568,30,123,,,,
,,30,123,0.11390262842178345,0.8383838534355164,,
0.1933016880466595,0.7599999904632568,31,127,,,,
,,31,127,0.11408563703298569,0.8484848737716675,,
0.1946490588912259,0.7599999904632568,32,131,,,,
,,32,131,0.11206461489200592,0.8484848737716675,,
0.1946096909553952,0.7599999904632568,33,135,,,,
,,33,135,0.11096616089344025,0.8484848737716675,,
0.19519797200378197,0.7599999904632568,34,139,,,,
,,34,139,0.11033888906240463,0.8585858345031738,,
0.1959473529882895,0.7599999904632568,35,143,,,,
,,35,143,0.10837472230195999,0.8585858345031738,,
0.19618063173374622,0.7599999904632568,36,147,,,,
,,36,147,0.10747617483139038,0.868686854839325,,
0.19683741081398742,0.7599999904632568,37,151,,,,
,,37,151,0.10539935529232025,0.8787878751754761,,
0.19654770270815075,0.7599999904632568,38,155,,,,
,,38,155,0.10480938851833344,0.8787878751754761,,
0.1977737081142262,0.7599999904632568,39,159,,,,
,,39,159,0.10223909467458725,0.8787878751754761,,
0.19693006114411116,0.7599999904632568,40,163,,,,
,,40,163,0.10191644728183746,0.8787878751754761,,
0.19844316732691258,0.7599999904632568,41,167,,,,
