validation_loss,validation_accuracy,epoch,step,train_loss,train_accuracy,test_loss,test_accuracy
0.02175763100538406,0.9599999785423279,0,3,,,,
,,0,3,0.0008931660559028387,1.0,,
0.021714866735962568,0.9599999785423279,1,7,,,,
,,1,7,0.0008833112078718841,1.0,,
0.021572414681232097,0.9599999785423279,2,11,,,,
,,2,11,0.0008699127938598394,1.0,,
0.02141805752490554,0.9599999785423279,3,15,,,,
,,3,15,0.0008556978427805007,1.0,,
0.021254381630877735,0.9599999785423279,4,19,,,,
,,4,19,0.0008393297903239727,1.0,,
0.021091864840817532,0.9599999785423279,5,23,,,,
,,5,23,0.0008213116670958698,1.0,,
0.020931713354392558,0.9599999785423279,6,27,,,,
,,6,27,0.0008030272438190877,1.0,,
0.020757067260126928,0.9599999785423279,7,31,,,,
,,7,31,0.0007849651155993342,1.0,,
0.02057926400068546,0.9599999785423279,8,35,,,,
,,8,35,0.0007671978673897684,1.0,,
0.02040153245484438,0.9599999785423279,9,39,,,,
,,9,39,0.0007505538524128497,1.0,,
0.02026445647141994,0.9599999785423279,10,43,,,,
,,10,43,0.0007341078016906977,1.0,,
0.02016113389400917,0.9599999785423279,11,47,,,,
,,11,47,0.0007176119252108037,1.0,,
0.019994532242087006,0.9599999785423279,12,51,,,,
,,12,51,0.0007026452803984284,1.0,,
0.019798616615479336,0.9599999785423279,13,55,,,,
,,13,55,0.000688245112542063,1.0,,
0.019640261987882147,0.9599999785423279,14,59,,,,
,,14,59,0.0006747199222445488,1.0,,
0.019530768913078003,0.9599999785423279,15,63,,,,
,,15,63,0.0006608277908526361,1.0,,
0.01944459744432577,0.9599999785423279,16,67,,,,
,,16,67,0.0006469566142186522,1.0,,
0.019346683828630636,0.9599999785423279,17,71,,,,
,,17,71,0.0006338890525512397,1.0,,
0.019244159333400682,0.9599999785423279,18,75,,,,
,,18,75,0.000621251470874995,1.0,,
0.019141736456870874,0.9599999785423279,19,79,,,,
,,19,79,0.0006089674425311387,1.0,,
0.01904672904637303,0.9599999785423279,20,83,,,,
,,20,83,0.0005970895872451365,1.0,,
0.018978812665085536,0.9599999785423279,21,87,,,,
,,21,87,0.0005859928787685931,1.0,,
0.018930028680142524,0.9599999785423279,22,91,,,,
,,22,91,0.0005750221316702664,1.0,,
0.01884129827130868,0.9599999785423279,23,95,,,,
,,23,95,0.0005645959172397852,1.0,,
0.01873302878318959,0.9599999785423279,24,99,,,,
,,24,99,0.0005547329201363027,1.0,,
0.01863441826911389,0.9599999785423279,25,103,,,,
,,25,103,0.0005449165473692119,1.0,,
0.018544712127472333,0.9599999785423279,26,107,,,,
,,26,107,0.00053536327322945,1.0,,
0.01845001298744678,0.9599999785423279,27,111,,,,
,,27,111,0.000526480027474463,1.0,,
0.018361835497891162,0.9599999785423279,28,115,,,,
,,28,115,0.0005175427650101483,1.0,,
0.018286224794267145,0.9599999785423279,29,119,,,,
,,29,119,0.0005087921163067222,1.0,,
0.018225296975031505,0.9599999785423279,30,123,,,,
,,30,123,0.0005001981044188142,1.0,,
0.01816345746014518,0.9599999785423279,31,127,,,,
,,31,127,0.0004923297092318535,1.0,,
0.018093626390538204,0.9599999785423279,32,131,,,,
,,32,131,0.0004845142539124936,1.0,,
0.018021503661799044,0.9599999785423279,33,135,,,,
,,33,135,0.0004766418715007603,1.0,,
0.017966512901863997,0.9599999785423279,34,139,,,,
,,34,139,0.0004694006929639727,1.0,,
0.017917385026796483,0.9599999785423279,35,143,,,,
,,35,143,0.0004621497355401516,1.0,,
0.017860535114523107,0.9599999785423279,36,147,,,,
,,36,147,0.00045518705155700445,1.0,,
0.017798393464183306,0.9599999785423279,37,151,,,,
,,37,151,0.00044830323895439506,1.0,,
0.01773777136585503,0.9599999785423279,38,155,,,,
,,38,155,0.0004418478347361088,1.0,,
0.017685910137761416,0.9599999785423279,39,159,,,,
,,39,159,0.0004353095719125122,1.0,,
0.017632550967726812,0.9599999785423279,40,163,,,,
,,40,163,0.0004289683129172772,1.0,,
0.017575529720993178,0.9599999785423279,41,167,,,,
,,41,167,0.00042275278246961534,1.0,,
0.017527218326021162,0.9599999785423279,42,171,,,,
,,42,171,0.00041689607314765453,1.0,,
0.017470864731015313,0.9599999785423279,43,175,,,,
,,43,175,0.00041116285137832165,1.0,,
0.017417918714426092,0.9599999785423279,44,179,,,,
,,44,179,0.0004056282341480255,1.0,,
0.017380258177424456,0.9599999785423279,45,183,,,,
,,45,183,0.00039997874409891665,1.0,,
0.017342127412581745,0.9599999785423279,46,187,,,,
,,46,187,0.0003945537318941206,1.0,,
0.01729952989447804,0.9599999785423279,47,191,,,,
,,47,191,0.0003892364038620144,1.0,,
0.017260493121103667,0.9599999785423279,48,195,,,,
,,48,195,0.00038417032919824123,1.0,,
0.01722462843783084,0.9599999785423279,49,199,,,,
,,49,199,0.0003791260241996497,1.0,,
0.01718052962127582,0.9599999785423279,50,203,,,,
,,50,203,0.00037417918792925775,1.0,,
0.017124327564503584,0.9599999785423279,51,207,,,,
,,51,207,0.00036938543780706823,1.0,,
0.01706761049575127,0.9599999785423279,52,211,,,,
,,52,211,0.0003647289995569736,1.0,,
0.01702276307998564,0.9599999785423279,53,215,,,,
,,53,215,0.00036036825622431934,1.0,,
0.016998434907160357,0.9599999785423279,54,219,,,,
,,54,219,0.00035589036997407675,1.0,,
0.016983759166417197,0.9599999785423279,55,223,,,,
,,55,223,0.0003513307310640812,1.0,,
0.016967111775964508,0.9599999785423279,56,227,,,,
,,56,227,0.00034679367672652006,1.0,,
0.016944050941442645,0.9599999785423279,57,231,,,,
,,57,231,0.0003424069727770984,1.0,,
0.016920398365539956,0.9599999785423279,58,235,,,,
,,58,235,0.00033810982131399214,1.0,,
0.016905918253938286,0.9599999785423279,59,239,,,,
,,59,239,0.00033405411522835493,1.0,,
0.01689818180250538,0.9599999785423279,60,243,,,,
,,60,243,0.0003299819363746792,1.0,,
0.016889889364066293,0.9599999785423279,61,247,,,,
,,61,247,0.0003258845827076584,1.0,,
0.01687954018261051,0.9599999785423279,62,251,,,,
,,62,251,0.00032201188150793314,1.0,,
0.016863602751411813,0.9599999785423279,63,255,,,,
,,63,255,0.00031815675902180374,1.0,,
0.016851083644759325,0.9599999785423279,64,259,,,,
,,64,259,0.00031457882141694427,1.0,,
0.016840989769686777,0.9599999785423279,65,263,,,,
,,65,263,0.00031095341546460986,1.0,,
0.01682848856374764,0.9599999785423279,66,267,,,,
,,66,267,0.0003074244305025786,1.0,,
0.016816231939949397,0.9599999785423279,67,271,,,,
,,67,271,0.0003039023431483656,1.0,,
0.01680538502578355,0.9599999785423279,68,275,,,,
,,68,275,0.0003005686739925295,1.0,,
0.01679133166319761,0.9599999785423279,69,279,,,,
,,69,279,0.00029725016793236136,1.0,,
0.0167777702900332,0.9599999785423279,70,283,,,,
,,70,283,0.00029393602744676173,1.0,,
0.01676485400371716,0.9599999785423279,71,287,,,,
,,71,287,0.00029071778408251703,1.0,,
0.016753216758078105,0.9599999785423279,72,291,,,,
,,72,291,0.0002876227081287652,1.0,,
0.016741262626673768,0.9599999785423279,73,295,,,,
,,73,295,0.00028454893617890775,1.0,,
,,74,296,,,0.01716930753812945,0.9768518805503845
