2.177223396301269531e+01,-2.715664291381835938e+01
5.968335628509521484e+00,-2.746150970458984375e+01
1.276067352294921875e+01,-3.060544967651367188e+01
1.990124511718750000e+01,-2.837814903259277344e+01
4.561989784240722656e+00,-2.270086288452148438e+01
2.003408813476562500e+01,-2.788972854614257812e+01
1.060432624816894531e+01,-3.075889968872070312e+01
4.823994159698486328e+00,-2.085321617126464844e+01
4.945857048034667969e+00,-1.801933670043945312e+01
5.776255130767822266e+00,-2.138908195495605469e+01
5.033809185028076172e+00,-2.265174484252929688e+01
8.251914978027343750e+00,-2.882376480102539062e+01
4.689383506774902344e+00,-1.893839073181152344e+01
1.322122192382812500e+01,-3.098927307128906250e+01
2.071034431457519531e+01,-2.759683036804199219e+01
1.877230453491210938e+01,-2.887020301818847656e+01
5.169493198394775391e+00,-2.361509513854980469e+01
1.538552951812744141e+01,-2.953336334228515625e+01
6.875893592834472656e+00,-2.751368522644042969e+01
1.915676498413085938e+01,-2.842554092407226562e+01
1.528352832794189453e+01,-2.953770256042480469e+01
4.693092823028564453e+00,-2.210664749145507812e+01
6.026028633117675781e+00,-2.518549346923828125e+01
5.847187519073486328e+00,-2.554183006286621094e+01
1.237814044952392578e+01,-3.050327682495117188e+01
2.393137168884277344e+01,-2.717063522338867188e+01
4.346170425415039062e+00,-1.750645065307617188e+01
2.347888183593750000e+01,-2.655187416076660156e+01
7.236188888549804688e+00,-2.811564826965332031e+01
2.179443550109863281e+01,-2.712372779846191406e+01
1.309246063232421875e+01,-3.040133094787597656e+01
2.331417465209960938e+01,-2.623859786987304688e+01
5.313189029693603516e+00,-1.871857833862304688e+01
4.324854850769042969e+00,-2.324180793762207031e+01
1.266534423828125000e+01,-3.094614982604980469e+01
1.732344818115234375e+01,-2.878125190734863281e+01
4.601668834686279297e+00,-1.677417755126953125e+01
4.598560333251953125e+00,-2.015340423583984375e+01
4.258254528045654297e+00,-2.199423408508300781e+01
6.796964645385742188e+00,-2.679219627380371094e+01
1.628824615478515625e+01,-2.980075073242187500e+01
4.805363178253173828e+00,-1.842698097229003906e+01
5.333857059478759766e+00,-1.711574554443359375e+01
1.336604309082031250e+01,-3.025861358642578125e+01
5.960558414459228516e+00,-2.649734687805175781e+01
4.895729541778564453e+00,-2.350444030761718750e+01
1.151511764526367188e+01,-3.071032905578613281e+01
5.717601776123046875e+00,-2.730929756164550781e+01
7.891611099243164062e+00,-2.784803390502929688e+01
2.423855209350585938e+01,-2.608628463745117188e+01
1.105953407287597656e+01,-3.070477104187011719e+01
1.399176597595214844e+01,-3.002845954895019531e+01
4.378200531005859375e+00,-2.004214477539062500e+01
4.520966529846191406e+00,-2.305516815185546875e+01
1.378014373779296875e+01,-3.058426856994628906e+01
2.425717735290527344e+01,-2.653669357299804688e+01
8.524041175842285156e+00,-2.852111053466796875e+01
4.406775474548339844e+00,-1.989731597900390625e+01
1.217601108551025391e+01,-3.080293273925781250e+01
2.111370277404785156e+01,-2.716410636901855469e+01
1.089909553527832031e+01,-3.075091361999511719e+01
1.370090961456298828e+01,-3.031176757812500000e+01
4.622617244720458984e+00,-2.033392715454101562e+01
1.225349712371826172e+01,-3.069861412048339844e+01
1.966491699218750000e+01,-2.847723579406738281e+01
2.038144874572753906e+01,-2.783892440795898438e+01
2.174266624450683594e+01,-2.762099266052246094e+01
1.313980770111083984e+01,-3.056171798706054688e+01
1.694131469726562500e+01,-2.925333404541015625e+01
7.571555614471435547e+00,-2.792956924438476562e+01
4.599544048309326172e+00,-2.333004379272460938e+01
2.249876022338867188e+01,-2.541003608703613281e+01
1.407865333557128906e+01,-3.002365875244140625e+01
1.048128795623779297e+01,-3.099357032775878906e+01
5.401538372039794922e+00,-2.542857933044433594e+01
4.601835250854492188e+00,-2.235392951965332031e+01
4.692210674285888672e+00,-2.009406471252441406e+01
1.371413898468017578e+01,-3.014354324340820312e+01
6.884142875671386719e+00,-2.680722236633300781e+01
1.223715400695800781e+01,-3.062257003784179688e+01
5.041165828704833984e+00,-2.324082756042480469e+01
2.053952789306640625e+01,-2.826579093933105469e+01
7.039776802062988281e+00,-2.826609039306640625e+01
9.224138259887695312e+00,-2.938586044311523438e+01
5.015959262847900391e+00,-2.230892562866210938e+01
1.389776420593261719e+01,-3.004260635375976562e+01
1.716240882873535156e+01,-2.872188568115234375e+01
4.867017745971679688e+00,-2.497626495361328125e+01
6.006140708923339844e+00,-2.655784988403320312e+01
4.758448600769042969e+00,-2.265064048767089844e+01
4.562796115875244141e+00,-2.076587295532226562e+01
4.504271030426025391e+00,-1.829443550109863281e+01
1.145278549194335938e+01,-3.109852409362792969e+01
1.540375709533691406e+01,-2.911531066894531250e+01
1.777894973754882812e+01,-2.884617233276367188e+01
1.272423934936523438e+01,-3.053903961181640625e+01
2.175497817993164062e+01,-2.746036529541015625e+01
1.811101341247558594e+01,-2.876261520385742188e+01
1.135165691375732422e+01,-3.094034385681152344e+01
2.212517356872558594e+01,-2.732707977294921875e+01
2.134562873840332031e+01,-2.734491729736328125e+01
4.836108207702636719e+00,-1.657719421386718750e+01
7.421560287475585938e+00,-2.777993583679199219e+01
4.703217029571533203e+00,-1.819208717346191406e+01
1.373852348327636719e+01,-3.045454788208007812e+01
5.314588546752929688e+00,-2.595821380615234375e+01
1.666905212402343750e+01,-2.984794044494628906e+01
1.600677108764648438e+01,-2.961067199707031250e+01
5.305171489715576172e+00,-1.875557136535644531e+01
5.212350368499755859e+00,-2.427745056152343750e+01
5.145079612731933594e+00,-2.284633636474609375e+01
4.854884624481201172e+00,-1.811343765258789062e+01
1.533714199066162109e+01,-3.000509643554687500e+01
1.630499649047851562e+01,-2.938482284545898438e+01
1.032667446136474609e+01,-3.121344947814941406e+01
4.524012565612792969e+00,-2.182229423522949219e+01
1.667954254150390625e+01,-2.928588676452636719e+01
1.651643371582031250e+01,-2.983192634582519531e+01
6.617842674255371094e+00,-2.319203948974609375e+01
2.382468414306640625e+01,-2.720735168457031250e+01
1.690011024475097656e+01,-2.903420066833496094e+01
4.779977321624755859e+00,-2.037942695617675781e+01
1.644515609741210938e+01,-3.008959579467773438e+01
1.504727554321289062e+01,-2.975555038452148438e+01
1.413948822021484375e+01,-3.008694839477539062e+01
2.203856277465820312e+01,-2.687185096740722656e+01
4.514626502990722656e+00,-1.964090538024902344e+01
1.462131309509277344e+01,-3.054934883117675781e+01
4.302298545837402344e+00,-2.010532188415527344e+01
4.783487796783447266e+00,-2.462355804443359375e+01
4.212934017181396484e+00,-2.072407341003417969e+01
1.925652885437011719e+01,-2.853236198425292969e+01
4.947789192199707031e+00,-2.145675277709960938e+01
5.006639957427978516e+00,-1.828022766113281250e+01
1.472627735137939453e+01,-2.971290397644042969e+01
4.867067813873291016e+00,-1.952532577514648438e+01
1.879636573791503906e+01,-2.922022628784179688e+01
4.604401588439941406e+00,-2.000997543334960938e+01
4.442933082580566406e+00,-2.219779968261718750e+01
1.056289005279541016e+01,-3.106216430664062500e+01
1.913476753234863281e+01,-2.832545471191406250e+01
5.177723884582519531e+00,-2.486327362060546875e+01
4.701195716857910156e+00,-1.900804901123046875e+01
2.230400085449218750e+01,-2.666117286682128906e+01
1.114962863922119141e+01,-3.035801887512207031e+01
