validation_loss,validation_accuracy,epoch,step,train_loss,train_accuracy
0.156142791504558,0.8399999737739563,0,3,,
,,0,3,0.07099054753780365,0.9292929172515869
0.1561074545417625,0.8399999737739563,1,7,,
,,1,7,0.07098963856697083,0.9292929172515869
0.15606356518152384,0.8399999737739563,2,11,,
,,2,11,0.07098821550607681,0.9292929172515869
0.15601436269406121,0.8399999737739563,3,15,,
,,3,15,0.07098639011383057,0.9292929172515869
0.15596076569273712,0.8399999737739563,4,19,,
,,4,19,0.07098431885242462,0.9292929172515869
0.15590220737218582,0.8399999737739563,5,23,,
,,5,23,0.07098203897476196,0.9292929172515869
0.15583919866971316,0.8399999737739563,6,27,,
,,6,27,0.07097961753606796,0.9292929172515869
0.1557716923842641,0.8399999737739563,7,31,,
,,7,31,0.07097804546356201,0.9292929172515869
0.1556999144997202,0.8399999737739563,8,35,,
,,8,35,0.07097476720809937,0.9292929172515869
0.1556258824927261,0.8399999737739563,9,39,,
,,9,39,0.07097223401069641,0.9292929172515869
0.15554882223039448,0.8399999737739563,10,43,,
,,10,43,0.07096950709819794,0.9292929172515869
