val_loss,val_accuracy,epoch,step,loss,accuracy
0.23756338969219168,0.6800000071525574,0,3,,
,,0,3,0.23540551960468292,0.6363636255264282
0.24384423429915805,0.5600000023841858,1,7,,
,,1,7,0.23112423717975616,0.6262626051902771
0.25070876074587095,0.47999998927116394,2,11,,
,,2,11,0.23182110488414764,0.5858585834503174
0.24682267979662764,0.5600000023841858,3,15,,
,,3,15,0.23251785337924957,0.5656565427780151
0.2359659944718752,0.6800000071525574,4,19,,
,,4,19,0.22504913806915283,0.5959596037864685
0.22753134365081545,0.6800000071525574,5,23,,
,,5,23,0.21174338459968567,0.6868686676025391
0.22329029553743024,0.6399999856948853,6,27,,
,,6,27,0.1967107206583023,0.7676767706871033
0.22110666737695225,0.6399999856948853,7,31,,
,,7,31,0.18128296732902527,0.7777777910232544
0.2182348047969124,0.6000000238418579,8,35,,
,,8,35,0.16685444116592407,0.7777777910232544
0.20972153124368278,0.6000000238418579,9,39,,
,,9,39,0.15297773480415344,0.7777777910232544
0.20365012242764444,0.6399999856948853,10,43,,
,,10,43,0.13979578018188477,0.8181818127632141
0.2000437267466146,0.6000000238418579,11,47,,
,,11,47,0.1293535977602005,0.8383838534355164
0.198413548152833,0.6000000238418579,12,51,,
,,12,51,0.12137824296951294,0.868686854839325
0.19843584662030417,0.6000000238418579,13,55,,
,,13,55,0.11427455395460129,0.8787878751754761
0.19632253269406774,0.6000000238418579,14,59,,
,,14,59,0.10736637562513351,0.8888888955116272
0.1943202125676823,0.6000000238418579,15,63,,
,,15,63,0.10081616044044495,0.8888888955116272
0.18956785130421444,0.6800000071525574,16,67,,
,,16,67,0.09511784464120865,0.8888888955116272
0.18347513776294566,0.7200000286102295,17,71,,
,,17,71,0.0900161936879158,0.8989899158477783
0.17519474328070136,0.800000011920929,18,75,,
,,18,75,0.08500783145427704,0.9090909361839294
0.16772485876205764,0.8399999737739563,19,79,,
,,19,79,0.0804891511797905,0.9191918969154358
0.16078227187618752,0.8399999737739563,20,83,,
,,20,83,0.07587749511003494,0.9191918969154358
0.1527129319658761,0.8399999737739563,21,87,,
,,21,87,0.07113843411207199,0.9292929172515869
0.143926138463332,0.8799999952316284,22,91,,
,,22,91,0.06620172411203384,0.9292929172515869
0.1363362479896164,0.8799999952316284,23,95,,
,,23,95,0.06153557077050209,0.9292929172515869
0.12841110995361912,0.8799999952316284,24,99,,
,,24,99,0.056767746806144714,0.9292929172515869
0.11965844958998167,0.8799999952316284,25,103,,
,,25,103,0.052412282675504684,0.9494949579238892
0.11231305186862237,0.8799999952316284,26,107,,
,,26,107,0.04882233217358589,0.9494949579238892
0.10456821869862606,0.8799999952316284,27,111,,
,,27,111,0.04486308619379997,0.9595959782600403
0.09677034009113278,0.8799999952316284,28,115,,
,,28,115,0.04127880930900574,0.9595959782600403
0.0911895986966282,0.8799999952316284,29,119,,
,,29,119,0.03769278898835182,0.9595959782600403
0.0858795870813358,0.8799999952316284,30,123,,
,,30,123,0.034584905952215195,0.9595959782600403
0.0800727082423511,0.8799999952316284,31,127,,
,,31,127,0.031613174825906754,0.9797979593276978
0.07341495694706339,0.8799999952316284,32,131,,
,,32,131,0.028947584331035614,0.9797979593276978
0.06835759027445049,0.9200000166893005,33,135,,
,,33,135,0.02712320163846016,0.9797979593276978
0.0620136481473962,0.9200000166893005,34,139,,
,,34,139,0.024806451052427292,0.9797979593276978
0.055288200908937574,0.9200000166893005,35,143,,
,,35,143,0.022482354193925858,0.9797979593276978
0.04889139610674443,0.9200000166893005,36,147,,
,,36,147,0.02020272985100746,0.9797979593276978
0.044958735056910025,0.9200000166893005,37,151,,
,,37,151,0.01777348294854164,0.9797979593276978
0.041067580210476434,0.9599999785423279,38,155,,
,,38,155,0.015485328622162342,1.0
0.03810219787335961,0.9599999785423279,39,159,,
,,39,159,0.013501829467713833,1.0
0.035463015063683635,0.9599999785423279,40,163,,
,,40,163,0.011900721117854118,1.0
0.03342194796669592,0.9599999785423279,41,167,,
,,41,167,0.010463694110512733,1.0
0.032263960560772756,0.9599999785423279,42,171,,
,,42,171,0.00925769004970789,1.0
0.03133560113757168,0.9599999785423279,43,175,,
,,43,175,0.008340731263160706,1.0
0.030164876839038807,0.9599999785423279,44,179,,
,,44,179,0.007513720076531172,1.0
0.029005423950014052,0.9599999785423279,45,183,,
,,45,183,0.006778301205486059,1.0
0.02809064307947521,0.9599999785423279,46,187,,
,,46,187,0.006172466091811657,1.0
0.027388628128208567,0.9599999785423279,47,191,,
,,47,191,0.005613832734525204,1.0
0.026494633274613464,0.9599999785423279,48,195,,
,,48,195,0.005189796909689903,1.0
0.02566225511004453,0.9599999785423279,49,199,,
,,49,199,0.0047693755477666855,1.0
0.025080133310226304,0.9599999785423279,50,203,,
,,50,203,0.0044216881506145,1.0
0.024591202251489128,0.9599999785423279,51,207,,
,,51,207,0.004093701019883156,1.0
0.024018373952132452,0.9599999785423279,52,211,,
,,52,211,0.0038280077278614044,1.0
0.023407111635063517,0.9599999785423279,53,215,,
,,53,215,0.003584766061976552,1.0
0.022868513476468386,0.9599999785423279,54,219,,
,,54,219,0.003368138102814555,1.0
0.022435683971722523,0.9599999785423279,55,223,,
,,55,223,0.0031685729045420885,1.0
0.021963569176885654,0.9599999785423279,56,227,,
,,56,227,0.0030253268778324127,1.0
0.021545379755299476,0.9599999785423279,57,231,,
,,57,231,0.0028523183427751064,1.0
0.021230173423345176,0.9599999785423279,58,235,,
,,58,235,0.00270879571326077,1.0
0.02095723004416142,0.9599999785423279,59,239,,
,,59,239,0.0025625773705542088,1.0
0.020666458831176317,0.9599999785423279,60,243,,
,,60,243,0.0024397827219218016,1.0
0.020294797987807884,0.9599999785423279,61,247,,
,,61,247,0.0023307797964662313,1.0
0.01994744596117702,0.9599999785423279,62,251,,
,,62,251,0.0022414030972868204,1.0
0.019696005707977974,0.9599999785423279,63,255,,
,,63,255,0.0021522222086787224,1.0
0.01949751936362941,0.9599999785423279,64,259,,
,,64,259,0.0020538701210170984,1.0
0.01929383369721892,0.9599999785423279,65,263,,
,,65,263,0.0019652133341878653,1.0
0.01905354997627716,0.9599999785423279,66,267,,
,,66,267,0.001888877246528864,1.0
0.01878891413968885,1.0,67,271,,
,,67,271,0.001818169141188264,1.0
0.018543078344753775,1.0,68,275,,
,,68,275,0.001756396726705134,1.0
0.018336457949769878,1.0,69,279,,
,,69,279,0.0016981151420623064,1.0
0.01816588963848178,1.0,70,283,,
,,70,283,0.0016355892876163125,1.0
0.017994943202474085,1.0,71,287,,
,,71,287,0.00157536834012717,1.0
0.01780404992114193,1.0,72,291,,
,,72,291,0.0015249481657519937,1.0
0.01755463136281036,1.0,73,295,,
,,73,295,0.001476139179430902,1.0
0.01733794791961795,1.0,74,299,,
,,74,299,0.0014377412153407931,1.0
0.01717862337233473,1.0,75,303,,
,,75,303,0.0013969303108751774,1.0
0.017064035393093712,1.0,76,307,,
,,76,307,0.0013519411440938711,1.0
0.016959930707856476,1.0,77,311,,
,,77,311,0.0013102898374199867,1.0
0.016831123672368532,1.0,78,315,,
,,78,315,0.0012721295934170485,1.0
0.016662417931092258,1.0,79,319,,
,,79,319,0.0012410101480782032,1.0
0.016483803142607733,1.0,80,323,,
,,80,323,0.001205788808874786,1.0
0.016351238254245438,1.0,81,327,,
,,81,327,0.001176441670395434,1.0
0.01624820586315183,1.0,82,331,,
,,82,331,0.0011453484185039997,1.0
0.016156457014320252,1.0,83,335,,
,,83,335,0.001113641308620572,1.0
0.01602938490736424,1.0,84,339,,
,,84,339,0.001085977186448872,1.0
0.015878698627895226,1.0,85,343,,
,,85,343,0.0010607765289023519,1.0
0.015752945422742626,1.0,86,347,,
,,86,347,0.0010367219801992178,1.0
0.015661502246641864,1.0,87,351,,
,,87,351,0.0010118219070136547,1.0
0.015559989728054535,1.0,88,355,,
,,88,355,0.0009870713111013174,1.0
0.0154253506404005,1.0,89,359,,
,,89,359,0.0009644840029068291,1.0
0.015286989926397538,1.0,90,363,,
,,90,363,0.0009426900651305914,1.0
0.015175771617350294,1.0,91,367,,
,,91,367,0.0009237758931703866,1.0
0.01508276134189517,1.0,92,371,,
,,92,371,0.0009038160787895322,1.0
0.014993898344010976,1.0,93,375,,
,,93,375,0.0008842774550430477,1.0
0.014910206019328067,1.0,94,379,,
,,94,379,0.000865478883497417,1.0
0.014807515522505855,1.0,95,383,,
,,95,383,0.0008485720027238131,1.0
0.014704941377893637,1.0,96,387,,
,,96,387,0.0008322832291014493,1.0
0.014630838457297868,1.0,97,391,,
,,97,391,0.000816286716144532,1.0
0.014573465600586408,1.0,98,395,,
,,98,395,0.0007997678476385772,1.0
0.014498102941346765,1.0,99,399,,
,,99,399,0.0007837754674255848,1.0
0.014401441092878664,1.0,100,403,,
,,100,403,0.0007688617333769798,1.0
0.014296659621525012,1.0,101,407,,
,,101,407,0.0007551682647317648,1.0
0.014196355256811555,1.0,102,411,,
,,102,411,0.0007420039037242532,1.0
0.014117613822101183,1.0,103,415,,
,,103,415,0.0007291637011803687,1.0
0.01405693187668919,1.0,104,419,,
,,104,419,0.0007155031780712306,1.0
0.013989332935384851,1.0,105,423,,
,,105,423,0.000702088582329452,1.0
0.013898689272499275,1.0,106,427,,
,,106,427,0.0006921753520146012,1.0
0.013802587505773985,1.0,107,431,,
,,107,431,0.0006788936443626881,1.0
0.013725481763812346,1.0,108,435,,
,,108,435,0.0006679185898974538,1.0
0.0136681545069038,1.0,109,439,,
,,109,439,0.0006563782226294279,1.0
0.01359421936643349,1.0,110,443,,
,,110,443,0.0006450682412832975,1.0
0.013515090459168731,1.0,111,447,,
,,111,447,0.0006356946541927755,1.0
0.013449906420015619,1.0,112,451,,
,,112,451,0.0006257151835598052,1.0
0.013389602774859137,1.0,113,455,,
,,113,455,0.0006155294249765575,1.0
0.013323024935346334,1.0,114,459,,
,,114,459,0.0006056161364540458,1.0
0.013244271017523384,1.0,115,463,,
,,115,463,0.0005962614086456597,1.0
0.013168474647086476,1.0,116,467,,
,,116,467,0.0005879616946913302,1.0
0.013111972900925122,1.0,117,471,,
,,117,471,0.0005790915456600487,1.0
0.013061038858925525,1.0,118,475,,
,,118,475,0.0005700628971680999,1.0
0.013000684606411633,1.0,119,479,,
,,119,479,0.0005613885005004704,1.0
0.012921707333189368,1.0,120,483,,
,,120,483,0.0005536964163184166,1.0
0.012842362460897412,1.0,121,487,,
,,121,487,0.0005460084066726267,1.0
0.012781283853236871,1.0,122,491,,
,,122,491,0.0005386585253290832,1.0
0.012733032472211546,1.0,123,495,,
,,123,495,0.0005307539831846952,1.0
0.012679720700877202,1.0,124,499,,
,,124,499,0.0005228458321653306,1.0
0.012614252462378826,1.0,125,503,,
,,125,503,0.000516116211656481,1.0
0.012545237595834315,1.0,126,507,,
,,126,507,0.000509105040691793,1.0
0.012492348379999406,1.0,127,511,,
,,127,511,0.0005022592376917601,1.0
0.012447482717950566,1.0,128,515,,
,,128,515,0.0004953956231474876,1.0
0.012394259501025764,1.0,129,519,,
,,129,519,0.0004886456299573183,1.0
0.012331480416989265,1.0,130,523,,
,,130,523,0.0004826054209843278,1.0
0.01227548517043484,1.0,131,527,,
,,131,527,0.00047642583376728,1.0
0.012222747879568214,1.0,132,531,,
,,132,531,0.00047016816097311676,1.0
0.012166578221668257,1.0,133,535,,
,,133,535,0.00046421223669312894,1.0
0.012103725887465727,1.0,134,539,,
,,134,539,0.00045839801896363497,1.0
0.012048435734541358,1.0,135,543,,
,,135,543,0.00045321256038732827,1.0
0.012001658247920509,1.0,136,547,,
,,136,547,0.00044772090041078627,1.0
0.011953780673569822,1.0,137,551,,
,,137,551,0.00044220927520655096,1.0
0.011902739173473988,1.0,138,555,,
,,138,555,0.00043671124149113894,1.0
0.011845942743911642,1.0,139,559,,
,,139,559,0.000431493332143873,1.0
0.011791040848591798,1.0,140,563,,
,,140,563,0.00042649716488085687,1.0
0.011748299385952444,1.0,141,567,,
,,141,567,0.00042147154454141855,1.0
0.011704906243138994,1.0,142,571,,
,,142,571,0.00041628320468589664,1.0
0.011651798955372656,1.0,143,575,,
,,143,575,0.00041216204408556223,1.0
0.011603453243624768,1.0,144,579,,
,,144,579,0.0004071397997904569,1.0
0.01156573835878398,1.0,145,583,,
,,145,583,0.00040254805935546756,1.0
0.011526634816267955,1.0,146,587,,
,,146,587,0.00039795864722691476,1.0
0.011474743666424123,1.0,147,591,,
,,147,591,0.00039372555329464376,1.0
0.011422736613677082,1.0,148,595,,
,,148,595,0.0003894756082445383,1.0
0.0113807023447489,1.0,149,599,,
,,149,599,0.00038532709004357457,1.0
0.01133650737520406,1.0,150,603,,
,,150,603,0.0003810618363786489,1.0
0.011290919129720689,1.0,151,607,,
,,151,607,0.000376756361220032,1.0
0.011240553780309994,1.0,152,611,,
,,152,611,0.00037315706140361726,1.0
0.011194801562604155,1.0,153,615,,
,,153,615,0.0003690604353323579,1.0
0.011160210357987588,1.0,154,619,,
,,154,619,0.0003651644801720977,1.0
0.011121889183361435,1.0,155,623,,
,,155,623,0.0003612209402490407,1.0
0.011073302843299876,1.0,156,627,,
,,156,627,0.0003580373013392091,1.0
0.011021257210222962,1.0,157,631,,
,,157,631,0.0003541716141626239,1.0
0.010979624484774988,1.0,158,635,,
,,158,635,0.00035073296749033034,1.0
0.010945254914279102,1.0,159,639,,
,,159,639,0.000347043271176517,1.0
0.01090451332775165,1.0,160,643,,
,,160,643,0.0003434915852267295,1.0
0.010864390175256056,1.0,161,647,,
,,161,647,0.00034032424446195364,1.0
0.010828601604836403,1.0,162,651,,
,,162,651,0.000336946890456602,1.0
0.010788688619369857,1.0,163,655,,
,,163,655,0.00033361284295096993,1.0
0.010743719014069722,1.0,164,659,,
,,164,659,0.0003303396515548229,1.0
0.010700427253526677,1.0,165,663,,
,,165,663,0.00032734277192503214,1.0
0.010662782453429127,1.0,166,667,,
,,166,667,0.00032430372084490955,1.0
0.010631933324778395,1.0,167,671,,
,,167,671,0.0003212002629879862,1.0
0.01059734031804065,1.0,168,675,,
,,168,675,0.00031805617618374527,1.0
0.010553316553971064,1.0,169,679,,
,,169,679,0.00031551701249554753,1.0
0.010509670307564662,1.0,170,683,,
,,170,683,0.0003124450158793479,1.0
0.010475130544906579,1.0,171,687,,
,,171,687,0.0003096342261414975,1.0
0.010445334353163565,1.0,172,691,,
,,172,691,0.0003067206998821348,1.0
0.0104108860472233,1.0,173,695,,
,,173,695,0.0003040138981305063,1.0
0.010376237339096943,1.0,174,699,,
,,174,699,0.00030126282945275307,1.0
0.010345791294158312,1.0,175,703,,
,,175,703,0.00029854659806005657,1.0
0.010309999074208038,1.0,176,707,,
,,176,707,0.00029586596065200865,1.0
0.010265932959495619,1.0,177,711,,
,,177,711,0.0002935064258053899,1.0
0.010226081601497516,1.0,178,715,,
,,178,715,0.00029106010333634913,1.0
0.010199154530719108,1.0,179,719,,
,,179,719,0.0002885944559238851,1.0
0.010177033793794532,1.0,180,723,,
,,180,723,0.0002859236265067011,1.0
0.010150425956257633,1.0,181,727,,
