val_loss,val_accuracy,epoch,step,loss,accuracy
0.24285430345822465,0.5789473652839661,0,3,,
,,0,3,0.255460649728775,0.4476190507411957
0.2405387588530381,0.6315789222717285,1,7,,
,,1,7,0.2524527609348297,0.43809524178504944
0.23807618388695428,0.5789473652839661,2,11,,
,,2,11,0.24849238991737366,0.46666666865348816
0.2333691763494439,0.6315789222717285,3,15,,
,,3,15,0.24392467737197876,0.4952380955219269
0.22699874026640043,0.6842105388641357,4,19,,
,,4,19,0.23891574144363403,0.5142857432365417
0.21935159392264988,0.7368420958518982,5,23,,
,,5,23,0.23341451585292816,0.5904762148857117
0.20863334882143278,0.7894737124443054,6,27,,
,,6,27,0.22648723423480988,0.6761904954910278
0.1966480230637015,0.7894737124443054,7,31,,
,,7,31,0.21761023998260498,0.6952381134033203
0.18483617382544804,0.7894737124443054,8,35,,
,,8,35,0.2063940316438675,0.7142857313156128
0.17612482844816751,0.7894737124443054,9,39,,
,,9,39,0.19489270448684692,0.7333333492279053
0.1693880407584181,0.7894737124443054,10,43,,
,,10,43,0.18310871720314026,0.761904776096344
0.16229821745665243,0.7368420958518982,11,47,,
,,11,47,0.1719563752412796,0.7523809671401978
0.15541933239149264,0.7368420958518982,12,51,,
,,12,51,0.16191092133522034,0.7809523940086365
0.1525049933408562,0.8421052694320679,13,55,,
,,13,55,0.1531728059053421,0.7904762029647827
0.15391311194514437,0.7368420958518982,14,59,,
,,14,59,0.1447480320930481,0.8190476298332214
0.15779252420454185,0.7894737124443054,15,63,,
,,15,63,0.13771142065525055,0.8190476298332214
0.15811524106005526,0.7368420958518982,16,67,,
,,16,67,0.13195200264453888,0.800000011920929
0.15492454413507656,0.7368420958518982,17,71,,
,,17,71,0.12653958797454834,0.800000011920929
0.1515417144707143,0.7368420958518982,18,75,,
,,18,75,0.1209065318107605,0.8190476298332214
0.1436950838504342,0.7368420958518982,19,79,,
,,19,79,0.11447089910507202,0.8380952477455139
0.13179419867904818,0.7368420958518982,20,83,,
,,20,83,0.10705509781837463,0.8571428656578064
0.12100799533403934,0.8421052694320679,21,87,,
,,21,87,0.09894414991140366,0.8857142925262451
0.11175504627257805,0.8421052694320679,22,91,,
,,22,91,0.0904143676161766,0.9047619104385376
0.10376826833020691,0.8421052694320679,23,95,,
,,23,95,0.08232858777046204,0.9142857193946838
0.0940507937874756,0.8421052694320679,24,99,,
